player,nationality,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,team_county
Cherif Ndiaye,SEN,FW, Red Star,1996,6,5,356,4.0,1,0,1,1,0,0,1,0,2.8,2.8,0.4,3.3,5,11,18,0.25,0.00,0.25,0.25,0.25,0.72,0.11,0.83,0.72,0.83,rs
Tanguy Ndombele,FRA,MF, Galatasaray,1996,4,1,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,tr
Kosta Nedeljković,SRB,DF, Red Star,2005,4,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,13,13,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,rs
Reiss Nelson, ENG,FW,g Arsenal,1999,5,1,177,2.0,0,2,2,0,0,0,0,0,0.4,0.4,0.4,0.8,6,10,16,0.00,1.02,1.02,0.00,1.02,0.20,0.21,0.41,0.20,0.41,en
Victor Nelsson,DEN,DF, Galatasaray,1998,4,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,tr
David Neres,BRA,FW, Benfica,1997,3,2,177,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,9,6,21,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,pt
Manuel Neuer,GER,GK, Bayern Munich,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,de
João Neves,POR,MF, Benfica,2004,6,6,540,6.0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,28,7,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,pt
Newerton,BRA,"MF,FW", Shakhtar,2005,4,2,218,2.4,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.7,7,3,18,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29,ua
Cyril Ngonge,BEL,FW, Napoli,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,it
Sikou Niakaté,MLI,DF, Braga,1999,5,5,390,4.3,1,0,1,1,0,0,0,1,0.9,0.9,0.0,0.9,0,17,0,0.23,0.00,0.23,0.23,0.23,0.20,0.00,0.20,0.20,0.20,pt
Tanguy Nianzou,FRA,DF, Sevilla,2002,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,es
Cheikh Niasse,SEN,MF, Young Boys,2000,6,6,534,5.9,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,2,16,4,0.00,0.17,0.17,0.00,0.17,0.05,0.05,0.09,0.05,0.09,ch
Bart Nieuwkoop,NED,DF, Feyenoord,1996,3,2,81,0.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,nl
Saúl Ñíguez,ESP,MF, Atlético Madrid,1994,8,5,427,4.7,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,12,12,0.21,0.00,0.21,0.21,0.21,0.08,0.03,0.12,0.08,0.12,es
Eddie Nketiah, ENG,FW,g Arsenal,1999,5,1,136,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,4,1,10,0.66,0.00,0.66,0.66,0.66,0.27,0.03,0.29,0.27,0.29,en
Felix Nmecha,GER,MF, Dortmund,2000,5,2,297,3.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,5,11,7,0.30,0.00,0.30,0.30,0.30,0.13,0.05,0.18,0.13,0.18,de
Jean-Pierre Nsame,CMR,FW, Young Boys,1993,4,2,158,1.8,0,1,1,0,0,0,0,0,0.5,0.5,0.7,1.1,0,6,8,0.00,0.57,0.57,0.00,0.57,0.26,0.37,0.63,0.26,0.63,ch
Matheus Nunes,POR,"MF,FW",g Manchester City,1998,7,5,422,4.7,0,1,1,0,0,0,0,0,1.7,1.7,1.2,2.9,21,36,41,0.00,0.21,0.21,0.00,0.21,0.36,0.25,0.61,0.36,0.61,en
Ørjan Nyland,NOR,GK, Sevilla,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es
Matt O'Riley,DEN,MF,t Celtic,2000,6,6,486,5.4,0,3,3,0,0,0,1,0,0.1,0.1,2.3,2.4,8,26,29,0.00,0.56,0.56,0.00,0.56,0.03,0.42,0.45,0.03,0.45,sc
Armando Obispo,NED,DF, PSV Eindhoven,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,nl
Jan Oblak,SVN,GK, Atlético Madrid,1993,8,8,750,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es
Lucas Ocampos,ARG,FW, Sevilla,1994,5,4,345,3.8,1,0,1,1,0,0,4,1,0.7,0.7,0.5,1.2,13,19,28,0.26,0.00,0.26,0.26,0.26,0.18,0.13,0.31,0.18,0.31,es
Álvaro Odriozola,ESP,"DF,FW", Real Sociedad,1995,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,es
Noah Okafor,SUI,FW, Milan,2000,3,0,36,0.4,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,2,3,0.00,2.50,2.50,0.00,2.50,0.18,0.51,0.69,0.18,0.69,it
Olasagasti,ESP,MF, Real Sociedad,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,1.23,0.00,1.23,1.23,1.23,es
Peter Olayinka,NGA,"DF,FW", Red Star,1995,5,2,175,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,5,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.10,0.07,0.10,rs
Sérgio Oliveira,POR,MF, Galatasaray,1992,5,0,129,1.4,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,5,17,6,0.00,0.70,0.70,0.00,0.70,0.08,0.26,0.34,0.08,0.34,tr
Mathías Olivera,URU,DF, Napoli,1997,6,3,328,3.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,6,16,18,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,it
Dani Olmo,ESP,MF, RB Leipzig,1998,3,2,181,2.0,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,11,10,15,0.50,0.00,0.50,0.50,0.50,0.44,0.14,0.58,0.44,0.58,de
André Onana,CMR,GK,g Manchester Utd,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,en
Loïs Openda,BEL,FW, RB Leipzig,2000,8,7,553,6.1,4,0,4,4,0,0,0,0,3.5,3.5,0.6,4.1,24,10,40,0.65,0.00,0.65,0.65,0.65,0.57,0.10,0.67,0.57,0.67,de
Fredrik Oppegard,NOR,FW, PSV Eindhoven,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,nl
Willi Orban,HUN,DF, RB Leipzig,1992,2,2,180,2.0,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0,6,0,0.50,0.00,0.50,0.50,0.50,0.12,0.04,0.16,0.12,0.16,de
Stefan Ortega,GER,GK,g Manchester City,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,en
Victor Osimhen,NGA,FW, Napoli,1998,6,5,458,5.1,2,0,2,2,0,0,1,0,2.4,2.4,0.7,3.0,9,3,39,0.39,0.00,0.39,0.39,0.39,0.46,0.13,0.59,0.46,0.59,it
Nicolás Otamendi,ARG,DF, Benfica,1988,6,6,540,6.0,0,1,1,0,0,0,1,0,0.5,0.5,0.4,0.9,1,23,3,0.00,0.17,0.17,0.00,0.17,0.08,0.07,0.15,0.08,0.15,pt
Mikel Oyarzabal,ESP,"FW,MF", Real Sociedad,1997,7,7,585,6.5,2,0,2,2,0,0,0,0,2.2,2.2,0.5,2.7,9,8,42,0.31,0.00,0.31,0.31,0.31,0.34,0.07,0.42,0.34,0.42,es
Salih Özcan,TUR,MF, Dortmund,1998,7,4,431,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,3,12,2,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,de
Jon Pacheco,ESP,DF, Real Sociedad,2001,5,0,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,es
Igor Paixão,BRA,FW, Feyenoord,2000,6,6,397,4.4,0,0,0,0,0,1,0,0,1.4,0.6,1.5,2.2,9,12,42,0.00,0.00,0.00,0.00,0.00,0.32,0.35,0.67,0.14,0.49,nl
Patric,ESP,DF, Lazio,1993,5,4,370,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,19,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,it
Benjamin Pavard,FRA,DF, Inter,1996,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,20,12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,it
Aleksandar Pavlovic,GER,MF, Bayern Munich,2004,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,de
Strahinja Pavlović,SRB,DF, RB Salzburg,2001,6,6,493,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,7,20,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,at
Nicolás Paz,ARG,MF, Real Madrid,2004,3,0,41,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2,2,3,2.20,0.00,2.20,2.20,2.20,0.03,0.00,0.03,0.03,0.03,es
Pedri,ESP,"MF,FW", Barcelona,2002,4,2,238,2.6,0,2,2,0,0,0,0,0,0.3,0.3,0.4,0.8,6,21,14,0.00,0.76,0.76,0.00,0.76,0.13,0.16,0.29,0.13,0.29,es
Pedro,ESP,FW, Lazio,1987,8,1,193,2.1,2,0,2,1,1,1,2,0,1.0,0.2,0.3,0.5,5,7,8,0.93,0.00,0.93,0.47,0.47,0.46,0.13,0.58,0.09,0.22,it
Adrià Pedrosa,ESP,"DF,FW", Sevilla,1998,4,4,327,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,6,20,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,es
Luca Pellegrini,ITA,DF, Lazio,1999,4,2,161,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,10,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,it
Facundo Pellistri,URU,FW,g Manchester Utd,2001,3,1,109,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,1,9,0.00,0.00,0.00,0.00,0.00,0.29,0.02,0.32,0.29,0.32,en
Iñaki Peña,ESP,GK, Barcelona,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es
Pepe,POR,DF, Porto,1983,7,7,660,7.3,2,0,2,2,0,0,1,0,0.1,0.1,0.1,0.3,6,31,0,0.27,0.00,0.27,0.27,0.27,0.02,0.02,0.04,0.02,0.04,pt
Pepê,BRA,"MF,FW", Porto,1997,7,7,642,7.1,1,2,3,1,0,0,2,0,1.2,1.2,0.8,2.0,21,35,33,0.14,0.28,0.42,0.14,0.42,0.17,0.12,0.30,0.17,0.30,pt
Ricardo Pepi,USA,"FW,MF", PSV Eindhoven,2003,8,1,136,1.5,1,1,2,1,0,0,1,0,0.8,0.8,0.2,0.9,3,4,12,0.66,0.66,1.32,0.66,1.32,0.52,0.10,0.62,0.52,0.62,nl
Danilo Pereira,POR,DF, Paris S-G,1991,3,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,fr
Noah Persson,SWE,"DF,MF", Young Boys,2003,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,ch
Kalvin Phillips, ENG,MF,g Manchester City,1995,4,1,129,1.4,1,0,1,0,1,1,1,0,0.9,0.1,0.0,0.2,1,10,0,0.70,0.00,0.70,0.00,0.00,0.63,0.03,0.66,0.08,0.11,en
Nathaniel Phillips, ENG,DF,t Celtic,1997,2,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sc
Kamil Piątkowski,POL,DF, RB Salzburg,2000,3,2,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,at
Pizzi,POR,MF, Braga,1989,2,1,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,6,2,0.00,0.00,0.00,0.00,0.00,0.26,0.14,0.40,0.26,0.40,pt
Tommaso Pobega,ITA,MF, Milan,1999,4,2,149,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,2,4,6,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38,it
Matteo Politano,ITA,FW, Napoli,1993,8,8,576,6.4,1,1,2,1,0,0,1,0,0.6,0.6,1.1,1.7,21,35,52,0.16,0.16,0.31,0.16,0.31,0.09,0.17,0.26,0.09,0.26,it
Nick Pope, ENG,GK,g Newcastle Utd,1992,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,en
Yussuf Poulsen,DEN,"FW,MF", RB Leipzig,1994,7,4,337,3.7,0,1,1,0,0,0,2,0,0.6,0.6,0.8,1.3,3,3,12,0.00,0.27,0.27,0.00,0.27,0.15,0.20,0.35,0.15,0.35,de
Ivan Provedel,ITA,GK, Lazio,1994,8,8,720,8.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,2,0,0.12,0.00,0.12,0.12,0.12,0.06,0.00,0.06,0.06,0.06,it
Christian Pulisic,USA,FW, Milan,1998,6,5,440,4.9,1,0,1,1,0,0,0,0,1.1,1.1,0.6,1.7,14,16,44,0.20,0.00,0.20,0.20,0.20,0.22,0.13,0.35,0.22,0.35,it
Anthony Racioppi,SUI,GK, Young Boys,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ch
Ivan Rakitić,CRO,MF, Sevilla,1988,6,5,459,5.1,0,3,3,0,0,0,0,0,0.1,0.1,2.1,2.2,5,33,12,0.00,0.59,0.59,0.00,0.59,0.02,0.41,0.43,0.02,0.43,es
Yaroslav Rakitskiy,UKR,DF, Shakhtar,1989,5,4,343,3.8,1,0,1,1,0,0,1,0,0.0,0.0,0.3,0.4,0,7,0,0.26,0.00,0.26,0.26,0.26,0.01,0.09,0.10,0.01,0.10,ua
André Ramalho,BRA,DF, PSV Eindhoven,1992,6,5,423,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,13,0,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,nl
Gonçalo Ramos,POR,FW, Paris S-G,2001,5,1,147,1.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.6,1,6,11,0.00,0.00,0.00,0.00,0.00,0.27,0.07,0.34,0.27,0.34,fr
Sergio Ramos,ESP,DF, Sevilla,1986,5,5,450,5.0,2,1,3,1,1,1,2,0,1.8,1.0,0.2,1.2,3,17,1,0.40,0.20,0.60,0.20,0.40,0.36,0.04,0.40,0.20,0.25,es
Aaron Ramsdale, ENG,GK,g Arsenal,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,en
Raphinha,BRA,FW, Barcelona,1996,5,4,305,3.4,0,3,3,0,0,0,0,0,1.1,1.1,1.4,2.5,23,8,43,0.00,0.89,0.89,0.00,0.89,0.32,0.41,0.72,0.32,0.72,es
Marcus Rashford, ENG,FW,g Manchester Utd,1997,4,4,288,3.2,0,2,2,0,0,0,0,1,0.1,0.1,1.2,1.3,13,18,33,0.00,0.62,0.62,0.00,0.62,0.03,0.37,0.39,0.03,0.39,en
Giacomo Raspadori,ITA,"FW,MF", Napoli,2000,8,2,253,2.8,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.9,6,13,21,0.36,0.00,0.36,0.36,0.36,0.12,0.20,0.32,0.12,0.32,it
Petar Ratkov,SRB,FW, RB Salzburg,2003,6,2,212,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.6,1.1,4,3,15,0.00,0.00,0.00,0.00,0.00,0.22,0.24,0.46,0.22,0.46,at
David Raum,GER,DF, RB Leipzig,1998,7,7,630,7.0,1,3,4,1,0,0,2,0,0.2,0.2,3.2,3.4,12,22,36,0.14,0.43,0.57,0.14,0.57,0.03,0.46,0.49,0.03,0.49,de
David Raya,ESP,GK,g Arsenal,1995,7,7,660,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,en
Sergio Reguilón,ESP,DF,g Manchester Utd,1996,2,2,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,6,11,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.16,0.09,0.16,en
Tijjani Reijnders,NED,MF, Milan,1998,6,5,480,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,13,20,13,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,it
Álex Remiro,ESP,GK, Real Sociedad,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es
Marco Reus,GER,"MF,FW", Dortmund,1989,8,5,417,4.6,2,1,3,1,1,1,0,0,1.9,1.1,0.6,1.7,7,12,16,0.43,0.22,0.65,0.22,0.43,0.40,0.13,0.53,0.23,0.36,de
Gio Reyna,USA,"FW,MF", Dortmund,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,de
Declan Rice, ENG,MF,g Arsenal,1999,8,7,658,7.3,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.4,17,58,6,0.00,0.14,0.14,0.00,0.14,0.02,0.03,0.05,0.02,0.05,en
Rodrigo Riquelme,ESP,DF, Atlético Madrid,2000,6,2,273,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,23,8,23,0.00,0.00,0.00,0.00,0.00,0.18,0.26,0.44,0.18,0.44,es
Dmytro Riznyk,UKR,GK, Shakhtar,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ua
Sergi Roberto,ESP,"MF,DF", Barcelona,1992,4,1,143,1.6,0,1,1,0,0,0,2,0,0.0,0.0,1.2,1.2,3,11,8,0.00,0.63,0.63,0.00,0.63,0.01,0.75,0.76,0.01,0.76,es
Milan Rodić,SRB,DF, Red Star,1991,6,5,415,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.7,5,11,11,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,rs
Rodri,ESP,MF,g Manchester City,1996,6,6,486,5.4,1,2,3,1,0,0,1,0,0.7,0.7,0.7,1.4,21,82,11,0.19,0.37,0.56,0.19,0.56,0.13,0.14,0.26,0.13,0.26,en
Rodrygo,BRA,FW, Real Madrid,2001,8,7,603,6.7,3,2,5,3,0,0,0,0,3.9,3.9,2.0,5.9,32,22,53,0.45,0.30,0.75,0.45,0.75,0.59,0.29,0.88,0.59,0.88,es
Alessio Romagnoli,ITA,DF, Lazio,1995,6,6,540,6.0,0,1,1,0,0,0,2,0,0.7,0.7,0.4,1.1,0,14,1,0.00,0.17,0.17,0.00,0.17,0.12,0.06,0.18,0.12,0.18,it
Oriol Romeu,ESP,MF, Barcelona,1991,7,4,343,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.7,4,19,6,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18,es
Jérôme Roussillon,FRA,DF, Union Berlin,1993,4,3,264,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,8,9,14,0.00,0.34,0.34,0.00,0.34,0.02,0.29,0.31,0.02,0.31,de
Nicolò Rovella,ITA,MF, Lazio,2001,3,2,136,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,it
Amir Rrahmani,KVX,DF, Napoli,1994,7,7,552,6.1,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,5,27,0,0.16,0.00,0.16,0.16,0.16,0.07,0.02,0.10,0.07,0.10,it
Donat Rrudhani,KVX,MF, Young Boys,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.00,0.56,ch
Antonio Rüdiger,GER,DF, Real Madrid,1993,7,6,560,6.2,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,0,14,0,0.00,0.16,0.16,0.00,0.16,0.07,0.01,0.08,0.07,0.08,es
Mário Rui,POR,DF, Napoli,1991,4,3,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,20,20,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,it
Abel Ruiz,ESP,"FW,MF", Braga,2000,6,1,213,2.4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,2,7,22,0.00,0.00,0.00,0.00,0.00,0.40,0.04,0.44,0.40,0.44,pt
Fabián Ruiz Peña,ESP,MF, Paris S-G,1996,5,3,307,3.4,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,7,26,8,0.00,0.29,0.29,0.00,0.29,0.12,0.11,0.23,0.12,0.23,fr
Julian Ryerson,NOR,DF, Dortmund,1997,5,5,450,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,15,11,16,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,de
Frederik Rønnow,DEN,GK, Union Berlin,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,de
Serdar Saatçı,TUR,DF, Braga,2003,4,3,325,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,pt
Marcel Sabitzer,AUT,MF, Dortmund,1994,7,6,485,5.4,0,3,3,0,0,0,0,0,0.1,0.1,1.2,1.3,11,16,14,0.00,0.56,0.56,0.00,0.56,0.03,0.22,0.25,0.03,0.25,de
Umar Sadiq,NGA,FW, Real Sociedad,1997,4,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,es
Ismael Saibari,MAR,MF, PSV Eindhoven,2001,7,3,318,3.5,1,0,1,1,0,0,0,0,1.8,1.8,0.4,2.2,4,14,18,0.28,0.00,0.28,0.28,0.28,0.50,0.12,0.62,0.50,0.62,nl
Wesley Saïd,FRA,"FW,MF", Lens,1995,3,0,55,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,2,2,0.00,0.00,0.00,0.00,0.00,0.26,0.23,0.50,0.26,0.50,fr
Bukayo Saka, ENG,FW,g Arsenal,2001,7,7,540,6.0,3,4,7,3,0,0,0,0,1.5,1.5,1.9,3.4,32,19,65,0.50,0.67,1.17,0.50,1.17,0.27,0.34,0.60,0.27,0.60,en
Kike Salas,ESP,DF, Sevilla,2002,2,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,es
William Saliba,FRA,DF,g Arsenal,2001,8,8,721,8.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,19,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,en
Brice Samba,FRA,GK, Lens,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr
Alexis Sánchez,CHI,FW, Inter,1988,8,4,335,3.7,2,0,2,1,1,1,0,0,1.2,0.5,0.5,1.0,1,14,20,0.54,0.00,0.54,0.27,0.27,0.36,0.15,0.51,0.13,0.28,it
Davinson Sánchez,COL,DF, Galatasaray,1996,4,4,360,4.0,0,2,2,0,0,0,0,0,0.4,0.4,0.5,0.9,8,27,0,0.00,0.50,0.50,0.00,0.50,0.09,0.13,0.23,0.09,0.23,tr
Juanlu Sánchez,ESP,DF, Sevilla,2003,6,3,322,3.6,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,7,10,17,0.00,0.28,0.28,0.00,0.28,0.00,0.08,0.08,0.00,0.08,es
Jadon Sancho, ENG,FW, Dortmund,2000,2,2,141,1.6,1,0,1,1,0,0,0,0,0.0,0.0,0.2,0.2,5,6,10,0.64,0.00,0.64,0.64,0.64,0.03,0.13,0.16,0.03,0.16,de
